rank,champion,tier,role,win_rate,pick_rate,ban_rate,counter1,counter2,counter3
8,Shaco,1,jungle,0.5126,0.0464,0.1283,Karthus,Graves,Briar
9,Nunu & Willump,1,jungle,0.5158,0.0334,0.0068000000000000005,Poppy,Qiyana,Bel'Veth
10,Lee Sin,1,jungle,0.4964,0.1711,0.11349999999999999,Taliyah,Warwick,Shaco
11,Ekko,1,jungle,0.5092,0.0552,0.0102,Dr. Mundo,Rengar,Ivern
12,Elise,2,jungle,0.5058,0.048499999999999995,0.0562,Shaco,Nocturne,Qiyana
13,Jarvan IV,2,jungle,0.5043,0.0552,0.0141,Gwen,Bel'Veth,Jax
14,Bel'Veth,2,jungle,0.5118,0.0256,0.0429,Sejuani,Wukong,Pantheon
15,Fiddlesticks,2,jungle,0.5108,0.024399999999999998,0.0138,Rammus,Nunu & Willump,Ivern
16,Hecarim,2,jungle,0.5036999999999999,0.0463,0.0322,Ivern,Volibear,Udyr
17,Skarner,2,jungle,0.505,0.0393,0.08810000000000001,Lillia,Gwen,Udyr
18,Xin Zhao,2,jungle,0.5065999999999999,0.035699999999999996,0.0052,Pantheon,Karthus,Gwen
19,Karthus,2,jungle,0.5071,0.0282,0.059000000000000004,Shyvana,Ivern,Bel'Veth
20,Rek'Sai,2,jungle,0.5136999999999999,0.015600000000000001,0.0064,Dr. Mundo,Karthus,Udyr
21,Briar,2,jungle,0.5084000000000001,0.0255,0.025099999999999997,Pantheon,Teemo,Rek'Sai
22,Master Yi,2,jungle,0.5019,0.045899999999999996,0.0712,Shaco,Elise,Warwick
23,Diana,2,jungle,0.5015999999999999,0.0461,0.0138,Dr. Mundo,Jax,Warwick
24,Udyr,3,jungle,0.5075,0.022799999999999997,0.0239,Qiyana,Nunu & Willump,Poppy
25,Kindred,3,jungle,0.5015999999999999,0.0392,0.028900000000000002,Qiyana,Ivern,Rammus
26,Gwen,3,jungle,0.5132,0.0113,0.0096,Bel'Veth,Master Yi,Qiyana
27,Vi,3,jungle,0.49439999999999995,0.0649,0.0171,Fiddlesticks,Kha'Zix,Rek'Sai
28,Ivern,3,jungle,0.511,0.013000000000000001,0.0051,Nunu & Willump,Taliyah,Shyvana
29,Talon,3,jungle,0.5046,0.021099999999999997,0.0064,Bel'Veth,Pantheon,Rengar
30,Rammus,3,jungle,0.5077,0.0138,0.0281,Pantheon,Dr. Mundo,Lillia
31,Taliyah,3,jungle,0.5052,0.016200000000000003,0.0045000000000000005,Qiyana,Zed,Dr. Mundo
32,Amumu,3,jungle,0.49950000000000006,0.0273,0.0154,Zed,Karthus,Pantheon
33,Volibear,3,jungle,0.5018,0.0197,0.0134,Jax,Ivern,Nidalee
34,Zyra,3,jungle,0.5049,0.015,0.0089,Gwen,Qiyana,Karthus
35,Lillia,3,jungle,0.4963,0.0331,0.0327,Qiyana,Master Yi,Taliyah
36,Nidalee,3,jungle,0.4924,0.0452,0.0323,Rammus,Nocturne,Warwick
37,Evelynn,3,jungle,0.5002,0.0217,0.032799999999999996,Taliyah,Briar,Diana
38,Zed,3,jungle,0.5013000000000001,0.0141,0.0305,Master Yi,Xin Zhao,Dr. Mundo
39,Zac,3,jungle,0.49340000000000006,0.0345,0.0206,Ivern,Qiyana,Taliyah
40,Shyvana,3,jungle,0.5022,0.0146,0.0029,Nunu & Willump,Bel'Veth,Udyr
41,Rengar,3,jungle,0.49329999999999996,0.0318,0.048600000000000004,Jax,Rammus,Udyr
42,Qiyana,4,jungle,0.5059,0.0063,0.0015,Fiddlesticks,Rammus,Skarner
43,Pantheon,4,jungle,0.503,0.0070999999999999995,0.0016,Lillia,Dr. Mundo,Teemo
44,Gragas,4,jungle,0.4841,0.0287,0.0134,Zed,Taliyah,Nocturne
45,Poppy,4,jungle,0.4955,0.0089,0.0141,Pantheon,Jax,Rammus
46,Sejuani,4,jungle,0.4828,0.0248,0.0029,Qiyana,Rek'Sai,Udyr
47,Jax,4,jungle,0.4961,0.005699999999999999,0.008100000000000001,Zyra,Amumu,Nunu & Willump
48,Teemo,4,jungle,0.4893,0.011200000000000002,0.0146,Qiyana,Zyra,Fiddlesticks
49,Dr. Mundo,4,jungle,0.4974,0.005,0.0026,Qiyana,Ivern,Zac
50,Ambessa,5,jungle,0.43689999999999996,0.009899999999999999,0.054299999999999994,Gwen,Rammus,Master Yi
1,Viktor,1,mid,0.507,0.191,0.3638,Akali,Ekko,Xerath
2,Vex,1,mid,0.5239,0.0332,0.0521,Annie,Taliyah,Vel'Koz
3,Ahri,1,mid,0.5085000000000001,0.09699999999999999,0.042199999999999994,Akshan,Taliyah,Qiyana
4,Sylas,2,mid,0.5003,0.1043,0.1005,Taliyah,Garen,Vex
5,Galio,2,mid,0.5097,0.0524,0.0364,Garen,Swain,Lux
6,Anivia,2,mid,0.5211,0.0213,0.0146,Garen,Gragas,Ambessa
7,Irelia,2,mid,0.5115999999999999,0.0368,0.0582,Malphite,Vex,Garen
8,Akali,2,mid,0.5034000000000001,0.07200000000000001,0.0885,Twisted Fate,Taliyah,Naafiri
9,Katarina,2,mid,0.5039,0.061399999999999996,0.0673,Kayle,Malphite,Galio
10,Taliyah,2,mid,0.5206000000000001,0.0175,0.0049,Annie,Zed,Vel'Koz
11,Lux,2,mid,0.5088,0.0388,0.0154,Naafiri,Taliyah,Aurelion Sol
12,Syndra,2,mid,0.5024000000000001,0.060700000000000004,0.038,Ekko,Aurelion Sol,Katarina
13,Hwei,2,mid,0.5021,0.0584,0.055,Malphite,Katarina,Akshan
14,Talon,2,mid,0.5108,0.028399999999999998,0.0087,Garen,Malphite,Zoe
15,Vel'Koz,2,mid,0.5206000000000001,0.013300000000000001,0.0028000000000000004,Ziggs,Naafiri,Katarina
16,Malzahar,2,mid,0.5074000000000001,0.0362,0.0354,Kayle,Garen,Malphite
17,Lissandra,2,mid,0.5091,0.0313,0.0144,Corki,Garen,Cassiopeia
18,Ekko,2,mid,0.5086999999999999,0.0311,0.005699999999999999,Garen,Qiyana,Vladimir
19,Aurora,2,mid,0.5004,0.0519,0.1124,Vex,Neeko,Anivia
20,Veigar,2,mid,0.5099,0.028300000000000002,0.005699999999999999,Cassiopeia,Kayle,Xerath
21,Qiyana,2,mid,0.5131,0.0219,0.0054,Vel'Koz,Neeko,Garen
22,Xerath,2,mid,0.5067,0.0318,0.0254,Naafiri,Garen,Irelia
23,Cassiopeia,2,mid,0.5164,0.0158,0.0097,Neeko,Talon,Taliyah
24,Diana,2,mid,0.5097,0.0246,0.0074,Garen,Brand,Pantheon
25,Akshan,2,mid,0.5114,0.022000000000000002,0.020499999999999997,Gragas,Garen,Annie
26,Ryze,2,mid,0.5077,0.0271,0.0032,Brand,Neeko,Cassiopeia
27,Yasuo,2,mid,0.4913,0.0768,0.1252,Annie,Taliyah,Vex
28,Kassadin,2,mid,0.5074000000000001,0.0264,0.030899999999999997,Brand,Naafiri,Gragas
29,Zoe,2,mid,0.5082,0.023799999999999998,0.01,Naafiri,Twisted Fate,Garen
30,Zed,2,mid,0.4946,0.0587,0.1276,Kayle,Malphite,Akshan
31,Garen,2,mid,0.5273,0.0051,0.0025,Malphite,Annie,Aurelion Sol
32,Aurelion Sol,3,mid,0.5088,0.0197,0.0070999999999999995,Qiyana,Zed,Fizz
33,Vladimir,3,mid,0.5012,0.0323,0.0262,Vel'Koz,Anivia,Malzahar
34,Fizz,3,mid,0.5021,0.0298,0.0336,Neeko,Akali,Garen
35,Neeko,3,mid,0.5201,0.0062,0.002,Taliyah,Lissandra,Vladimir
36,Naafiri,3,mid,0.5141,0.0098,0.0040999999999999995,Kayle,Irelia,Yasuo
37,Orianna,3,mid,0.49369999999999997,0.042699999999999995,0.008,Ziggs,Garen,Brand
38,Annie,3,mid,0.5126,0.01,0.0016,Neeko,Gragas,Swain
39,Twisted Fate,3,mid,0.49979999999999997,0.0262,0.0023,Neeko,Naafiri,Diana
40,Gragas,3,mid,0.5109,0.0102,0.0048,Ziggs,Vel'Koz,Naafiri
41,Yone,3,mid,0.48210000000000003,0.075,0.059000000000000004,Vex,Annie,Irelia
42,LeBlanc,3,mid,0.48710000000000003,0.0487,0.1765,Garen,Naafiri,Kassadin
43,Malphite,3,mid,0.5102,0.0074,0.0104,Cassiopeia,Ryze,Sylas
44,Kayle,3,mid,0.5131,0.0063,0.0018,Neeko,Annie,Zoe
45,Swain,3,mid,0.4959,0.0178,0.0108,Kayle,Azir,Cassiopeia
46,Pantheon,4,mid,0.5053,0.006500000000000001,0.0015,Ryze,Swain,Anivia
47,Ambessa,4,mid,0.4949,0.0070999999999999995,0.039,Corki,Ziggs,Cassiopeia
48,Azir,4,mid,0.4853,0.0223,0.003,Annie,Vel'Koz,Neeko
49,Jayce,4,mid,0.4849,0.0215,0.0066,Naafiri,Vel'Koz,Brand
50,Brand,4,mid,0.5022,0.005,0.0026,Anivia,Neeko,Vel'Koz
51,Ziggs,4,mid,0.4891,0.006500000000000001,0.0017000000000000001,Brand,Kayle,Qiyana
52,Corki,4,mid,0.4804,0.0095,0.009300000000000001,Garen,Taliyah,Pantheon
53,Smolder,5,mid,0.42869999999999997,0.0168,0.0070999999999999995,Kayle,Neeko,Diana
1,Nilah,1,adc,0.5375,0.018500000000000003,0.0349,Veigar,Hwei,Lux
2,Viktor,1,adc,0.5262,0.0217,0.0416,Karthus,Vayne,
3,Jinx,1,adc,0.5049,0.2167,0.0424,Lux,Seraphine,Hwei
4,Miss Fortune,1,adc,0.5192,0.063,0.0060999999999999995,Seraphine,Hwei,Karthus
5,Ashe,1,adc,0.5041,0.163,0.18100000000000002,Karthus,Nilah,Swain
6,Kog'Maw,1,adc,0.5268,0.0256,0.0181,Karthus,Seraphine,Ziggs
7,Jhin,1,adc,0.501,0.19390000000000002,0.0385,Nilah,Karthus,Seraphine
8,Vayne,2,adc,0.5162,0.046900000000000004,0.0259,Nilah,Miss Fortune,Veigar
9,Caitlyn,2,adc,0.49570000000000003,0.2014,0.2808,Lux,Ziggs,Seraphine
10,Karthus,2,adc,0.5376,0.0058,0.0123,Hwei,Nilah,Vayne
11,Corki,2,adc,0.5084000000000001,0.0675,0.0662,Veigar,Kog'Maw,Seraphine
12,Seraphine,2,adc,0.5309,0.0098,0.0022,Lux,Karthus,Yasuo
13,Hwei,2,adc,0.5249,0.0131,0.0124,Viktor,Sivir,Brand
14,Draven,2,adc,0.5059,0.0622,0.2237,Veigar,Yasuo,Lux
15,Sivir,2,adc,0.5099,0.050199999999999995,0.009300000000000001,Kog'Maw,Viktor,Seraphine
16,Lux,3,adc,0.5262,0.0096,0.0038,Karthus,Ziggs,Lucian
17,Ziggs,3,adc,0.5183,0.0204,0.0053,Yasuo,Vayne,Viktor
18,Ezreal,3,adc,0.4913,0.165,0.0507,Karthus,Nilah,Yasuo
19,Xayah,3,adc,0.5091,0.039900000000000005,0.0058,Viktor,Karthus,Miss Fortune
20,Lucian,3,adc,0.5034000000000001,0.0602,0.009000000000000001,Karthus,Brand,Seraphine
21,Yasuo,4,adc,0.5173,0.0105,0.0172,Nilah,Karthus,Corki
22,Brand,4,adc,0.5232,0.0075,0.004,Karthus,Lux,Yasuo
23,Tristana,4,adc,0.5047999999999999,0.0339,0.0036,Karthus,Yasuo,Kog'Maw
24,Kai'Sa,4,adc,0.4889,0.1189,0.0173,Karthus,Nilah,Veigar
25,Swain,4,adc,0.5128,0.015700000000000002,0.0096,Veigar,Vayne,Ziggs
26,Varus,4,adc,0.4951,0.0713,0.0108,Hwei,Ziggs,Karthus
27,Veigar,4,adc,0.5222,0.0067,0.0013,Karthus,Lux,Kog'Maw
28,Smolder,4,adc,0.49420000000000003,0.06280000000000001,0.0268,Lux,Brand,Yasuo
29,Twitch,4,adc,0.5012,0.0322,0.0141,Nilah,Karthus,Yasuo
30,Zeri,5,adc,0.4986,0.0285,0.0029,Karthus,Brand,Draven
31,Samira,5,adc,0.4924,0.034300000000000004,0.052300000000000006,Viktor,Nilah,Veigar
32,Aphelios,5,adc,0.4851,0.0451,0.006999999999999999,Brand,Nilah,Viktor
33,Kalista,5,adc,0.4824,0.021,0.0053,Kog'Maw,Brand,Nilah
1,Lulu,1,support,0.5168,0.14800000000000002,0.1739,Elise,Fiddlesticks,Tahm Kench
2,Nami,1,support,0.5139,0.1023,0.0101,Elise,Fiddlesticks,Galio
3,Janna,2,support,0.5172,0.060700000000000004,0.0207,Elise,Zoe,Sona
4,Tahm Kench,2,support,0.5172,0.0513,0.061,Elise,Janna,Rell
5,Thresh,2,support,0.5042,0.1297,0.0546,Elise,Taric,Brand
6,Poppy,2,support,0.5201,0.0347,0.0542,Elise,Sona,Taric
7,Braum,2,support,0.5114,0.0625,0.0538,Senna,Taric,Vel'Koz
8,Pyke,2,support,0.503,0.0816,0.306,Elise,Maokai,Sona
9,Senna,2,support,0.5105,0.059000000000000004,0.0171,Vel'Koz,Elise,Pyke
10,Soraka,2,support,0.5127,0.0489,0.0184,Sylas,Elise,Galio
11,Taric,2,support,0.5268,0.0174,0.0037,Fiddlesticks,Elise,Janna
12,Rell,2,support,0.5131,0.0458,0.0233,Vel'Koz,Elise,Poppy
13,Karma,2,support,0.502,0.0966,0.0395,Fiddlesticks,Pyke,Maokai
14,Sona,2,support,0.5197999999999999,0.0259,0.0011,Fiddlesticks,Camille,Elise
15,Milio,2,support,0.505,0.059000000000000004,0.032400000000000005,Maokai,Tahm Kench,Taric
16,Bard,2,support,0.5092,0.044199999999999996,0.006,Elise,Tahm Kench,Fiddlesticks
17,Elise,2,support,0.5356000000000001,0.0055000000000000005,0.0063,Galio,Shen,Zyra
18,Vel'Koz,2,support,0.5128,0.030699999999999998,0.0064,Camille,Elise,LeBlanc
19,Maokai,2,support,0.5129,0.028300000000000002,0.0146,Taric,Galio,Soraka
20,Leona,3,support,0.49829999999999997,0.056900000000000006,0.049800000000000004,Galio,Janna,Taric
21,Blitzcrank,3,support,0.49579999999999996,0.0611,0.1739,Elise,Taric,Rakan
22,Zilean,3,support,0.5073,0.0287,0.0078000000000000005,LeBlanc,Galio,Sona
23,Lux,3,support,0.49329999999999996,0.0707,0.0276,LeBlanc,Shen,Poppy
24,Zyra,3,support,0.5052,0.030699999999999998,0.0181,Taric,Tahm Kench,Pyke
25,Xerath,3,support,0.5009,0.0394,0.030899999999999997,Shen,Elise,Sylas
26,Rakan,3,support,0.4987,0.0473,0.0063,Sona,Rell,Morgana
27,Morgana,3,support,0.5006,0.0356,0.1149,Shaco,Elise,Sona
28,Nautilus,3,support,0.4875,0.0818,0.12380000000000001,Taric,Galio,Renata Glasc
29,Seraphine,3,support,0.499,0.037000000000000005,0.008100000000000001,Elise,Poppy,Hwei
30,Yuumi,4,support,0.4885,0.0583,0.0712,Rell,Taric,Braum
31,Neeko,4,support,0.5043,0.019799999999999998,0.0063,Fiddlesticks,Camille,Sylas
32,Renata Glasc,4,support,0.49979999999999997,0.0217,0.0038,Xerath,Hwei,Vel'Koz
33,Alistar,4,support,0.4921,0.036699999999999997,0.0124,Morgana,Soraka,Janna
34,Pantheon,4,support,0.5008,0.0192,0.0044,Taric,LeBlanc,Janna
35,LeBlanc,4,support,0.5073,0.0095,0.0341,Taric,Fiddlesticks,Elise
36,Brand,4,support,0.4982,0.0194,0.0102,Camille,Pantheon,Shaco
37,Sylas,5,support,0.49729999999999996,0.0143,0.013500000000000002,Taric,Poppy,Renata Glasc
38,Shaco,5,support,0.49729999999999996,0.014199999999999999,0.0388,Hwei,Zoe,Lulu
39,Galio,5,support,0.5046,0.0083,0.005699999999999999,Zac,Janna,Vel'Koz
40,Zoe,5,support,0.49950000000000006,0.0101,0.0042,Elise,Taric,Poppy
41,Fiddlesticks,5,support,0.5067,0.0051,0.0028000000000000004,Poppy,Maokai,Renata Glasc
42,Camille,5,support,0.4993,0.0059,0.0027,LeBlanc,Galio,Shaco
43,Shen,5,support,0.4979,0.0058,0.0007000000000000001,Galio,Fiddlesticks,Brand
44,Hwei,5,support,0.4885,0.0088,0.008199999999999999,LeBlanc,Zoe,Taric
45,Swain,5,support,0.4746,0.023399999999999997,0.013999999999999999,Fiddlesticks,Elise,Vel'Koz
46,Zac,5,support,0.4817,0.0054,0.0032,Taric,Elise,LeBlanc
