player_id,region,total_games,wins,losses,win_rate,avg_kills,avg_deaths,avg_assists,kda_ratio,kill_participation,most_champ_1,WR_1,W_1,L_1,KDA_1,most_champ_2,WR_2,W_2,L_2,KDA_2,most_champ_3,WR_3,W_3,L_3,KDA_3,TOP,JUNGLE,MID,ADC,SUPPORT,most_role_1,most_role_2,most_role_1_value,most_role_2_value,season_champ_1,cs_ssn_1,cpm_ssn_1,kda_ssn_1,k_ssn_1,d_ssn_1,a_ssn_1,wr_ssn_1,games_ssn_1,season_champ_2,cs_ssn_2,cpm_ssn_2,kda_ssn_2,k_ssn_2,d_ssn_2,a_ssn_2,wr_ssn_2,games_ssn_2,season_champ_3,cs_ssn_3,cpm_ssn_3,kda_ssn_3,k_ssn_3,d_ssn_3,a_ssn_3,wr_ssn_3,games_ssn_3,season_champ_4,cs_ssn_4,cpm_ssn_4,kda_ssn_4,k_ssn_4,d_ssn_4,a_ssn_4,wr_ssn_4,games_ssn_4,season_champ_5,cs_ssn_5,cpm_ssn_5,kda_ssn_5,k_ssn_5,d_ssn_5,a_ssn_5,wr_ssn_5,games_ssn_5,season_champ_6,cs_ssn_6,cpm_ssn_6,kda_ssn_6,k_ssn_6,d_ssn_6,a_ssn_6,wr_ssn_6,games_ssn_6,season_champ_7,cs_ssn_7,cpm_ssn_7,kda_ssn_7,k_ssn_7,d_ssn_7,a_ssn_7,wr_ssn_7,games_ssn_7,mastery_champ_1,m_lv_1,mastery_champ_2,m_lv_2,mastery_champ_3,m_lv_3,mastery_champ_4,m_lv_4,mastery_champ_5,m_lv_5,mastery_champ_6,m_lv_6,mastery_champ_7,m_lv_7,mastery_champ_8,m_lv_8,mastery_champ_9,m_lv_9,mastery_champ_10,m_lv_10,mastery_champ_11,m_lv_11,mastery_champ_12,m_lv_12,mastery_champ_13,m_lv_13,mastery_champ_14,m_lv_14,mastery_champ_15,m_lv_15,mastery_champ_16,m_lv_16,7d_champ_1,7d_total_1,7d_W_1,7d_L_1,7d_WR_1,7d_champ_2,7d_total_2,7d_W_2,7d_L_2,7d_WR_2,7d_champ_3,7d_total_3,7d_W_3,7d_L_3,7d_WR_3
jamican banana #NA1,na,20,12,8,0.6,3.0,3.3,10.7,4.15,0.56,Ivern,0.71,10,4,5.82,Ornn,0.25,1,3,1.62,Orianna,1.0,1,0,3.0,0.0,0.7,0.3,0.0,0.0,JUNGLE,MID,0.7,0.3,Ivern,165.8,6,6.23,3.9,2.6,12.6,0.57,351,Shaco,203.4,7,4.6,10.2,3.7,6.6,0.48,81,Morgana,169.4,6.1,4.97,4.9,3.3,11.6,0.75,44,Nami,27.8,1.2,5.49,1.6,2.3,11.0,0.56,25,Thresh,33,1.2,3.56,1.9,4.5,14.1,0.4,20,Elise,138.8,5.4,4.07,7.6,3.2,5.5,0.5,14,Karma,59.2,2.1,3.39,2.7,4.3,11.8,0.58,12,Ivern,480,Thresh,79,Shaco,33,Orianna,26,Evelynn,23,Morgana,22,Karthus,17,Nautilus,15,Lee Sin,15,Nunu & Willump,14,Blitzcrank,13,Pyke,13,Hecarim,13,Braum,12,Leona,11,Malzahar,11,,,,,,,,,,,,,,,
funny corgiヅ #corgi,na,20,11,9,0.55,4.7,4.9,10.5,3.1,0.59,Anivia,0.82,9,2,4.02,Seraphine,0.25,1,3,2.45,Lux,0.5,1,1,1.67,0.05,0.0,0.55,0.1,0.3,MID,SUPPORT,0.55,0.3,Anivia,176.1,6.7,3.1,5.6,4.4,8.1,0.56,349,Galio,166.2,5.9,2.53,3.5,6.2,12.1,0.5,12,Veigar,195,7.6,2.45,6.0,4.1,4.1,0.38,8,Jarvan IV,143.2,5.4,4.6,5.0,4.0,13.4,0.8,5,Corki,196.7,7.7,3.56,5.7,3.0,5.0,1.0,3,Orianna,183.3,7,2.67,4.0,5.0,9.3,0.33,3,Seraphine,118,4.1,2.78,4.3,6.0,12.3,0.33,3,Anivia,258,Jarvan IV,22,Master Yi,11,Orianna,11,Veigar,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Seraphine,2.0,1.0,1.0,0.5,Nami,1.0,0.0,1.0,0.0,Lux,1.0,0.0,1.0,0.0
Numbers 11vs14 #Rïôt,na,20,11,9,0.55,7.0,6.4,7.2,2.22,0.49,Akshan,0.4,4,6,2.11,Yasuo,1.0,3,0,3.67,Soraka,0.33,1,2,1.83,0.0,0.0,0.45,0.25,0.3,MID,SUPPORT,0.45,0.3,Yasuo,190.8,7.4,1.98,6.2,6.7,7.1,0.55,75,Akshan,184.9,7,2.96,11.7,6.1,6.5,0.65,69,Soraka,25.6,1,4.3,2.5,4.8,18.1,0.7,20,Yone,194.4,7.4,2.02,5.4,6.2,7.2,0.57,14,Zac,113,4.6,3.21,5.4,4.8,10.0,0.8,5,Pyke,97,3.2,1.97,8.0,7.8,7.4,0.6,5,Sona,25,1,3.17,2.0,6.0,17.0,1.0,1,Yasuo,18,Akshan,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
EricWei #1412,na,20,12,8,0.6,4.8,4.2,5.7,2.5,0.44,Gragas,0.67,12,6,2.7,Ornn,0.0,0,1,1.5,Sylas,0.0,0,1,1.5,0.25,0.0,0.75,0.0,0.0,MID,TOP,0.75,0.25,Gragas,211.5,7.8,2.89,6.7,4.6,6.6,0.63,166,Sylas,166.5,6.5,1.76,5.9,6.8,6.0,0.5,8,Pyke,27,1.1,3.88,6.0,4.0,9.5,1.0,2,Kassadin,188.5,6.3,2.44,11.5,8.0,8.0,0.5,2,Lee Sin,162.5,5.9,3.17,9.5,6.0,9.5,0.5,2,Ornn,180.5,6.7,3,1.0,2.5,6.5,0.5,2,Cho'Gath,153,5.7,1.5,7.0,8.0,5.0,0.0,1,Gragas,178,Lee Sin,30,Pyke,21,Kennen,18,Vayne,17,Fizz,14,Irelia,13,Twisted Fate,12,Zed,12,Ezreal,11,Blitzcrank,11,Shaco,11,Rengar,10,Zac,10,Malphite,10,Yasuo,10,Gragas,16.0,12.0,4.0,0.75,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Yukimiya #2002,na,20,14,6,0.7,1.7,3.2,15.3,5.31,0.67,Sona,0.75,9,3,5.65,Nami,0.5,2,2,5.0,Zilean,0.67,2,1,3.92,0.0,0.0,0.0,0.1,0.9,SUPPORT,ADC,0.9,0.1,Rakan,22.5,0.9,5.08,1.7,3.3,15.1,0.57,178,Zilean,39.6,1.6,5.43,2.2,2.8,13.1,0.66,114,Nami,20.2,0.8,4.23,1.8,3.9,14.7,0.59,37,Xerath,140,5.4,3.64,5.9,3.9,8.3,0.48,33,Soraka,22.8,0.8,6.2,0.6,2.6,15.5,0.59,27,Sona,19.3,0.8,3.44,1.7,3.9,11.8,0.59,27,Pyke,25.2,1,3.6,5.5,4.2,9.4,0.45,20,Rakan,20,Zilean,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Zilean,25.0,18.0,7.0,0.72,Sona,21.0,15.0,6.0,0.71,Rakan,16.0,8.0,8.0,0.5
perma ban ekko #ekko,na,20,10,9,0.53,5.3,5.8,7.1,2.14,0.46,Vex,0.6,3,2,2.59,Sylas,0.6,3,2,2.57,Darius,0.2,1,4,1.18,0.0,0.0,0.0,0.0,0.0,MID,JUNGLE,0.0,0.0,Vex,188.6,6.9,3.09,7.9,4.9,7.3,0.58,235,Mordekaiser,170.7,6.5,2.1,4.1,4.9,6.0,0.7,27,Nasus,158.3,5.9,1.66,3.4,5.3,5.4,0.52,23,Darius,186.5,6.7,1.63,5.5,5.5,3.4,0.4,20,Syndra,191.3,7,2.35,4.8,4.9,6.8,0.44,18,Orianna,188.2,6.7,2.81,5.2,4.8,8.2,0.47,17,Sylas,148.6,6.2,2.61,3.7,4.0,6.7,0.43,7,Vex,65,Viktor,49,Nasus,16,Darius,14,Taliyah,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
superman #yone,na,20,9,11,0.45,5.3,6.2,6.0,1.82,0.43,Gnar,0.6,3,2,2.28,Maokai,0.33,1,2,2.4,Jax,0.5,1,1,2.0,0.9,0.0,0.1,0.0,0.0,TOP,MID,0.9,0.1,Yone,214.6,8,2.1,5.9,5.6,5.9,0.5,28,Yasuo,210.5,7.9,2.34,4.9,5.3,7.4,0.65,26,Jax,206.9,7.7,3,6.3,3.8,5.1,0.58,26,Rumble,191.2,6.9,2.09,5.5,6.0,7.1,0.45,20,Renekton,203.9,8,2.43,5.0,4.4,5.7,0.47,19,Olaf,218,8.1,3.12,7.2,4.0,5.2,0.82,17,Gnar,170.1,7.1,2.04,6.1,5.3,4.6,0.63,16,Yasuo,18,Yone,17,Renekton,12,Olaf,10,Riven,10,Jax,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Gnar,4.0,2.0,2.0,0.5,Maokai,3.0,1.0,2.0,0.33,Yone,2.0,1.0,1.0,0.5
Crimsonating #NA1,na,20,13,7,0.65,1.7,4.0,11.6,3.32,0.58,Leona,0.55,6,5,2.56,Rell,0.75,3,1,6.0,Nautilus,1.0,2,0,12.5,0.0,0.0,0.0,0.1,0.9,SUPPORT,ADC,0.9,0.1,Thresh,26.3,1,3.59,1.3,3.9,12.5,0.56,178,Leona,24,0.9,2.89,1.4,5.2,13.7,0.55,114,Nautilus,23,0.9,2.89,1.4,4.9,12.6,0.51,102,Pyke,31.7,1.2,2.52,5.9,6.4,10.2,0.53,59,Zyra,166,6.3,2.8,3.5,4.1,8.1,0.52,21,Lulu,22.6,0.9,4.06,1.4,3.3,11.8,0.5,16,Rell,23.8,1,3.66,1.4,3.6,11.8,0.62,13,Thresh,107,Nami,63,Nautilus,40,Lulu,25,Blitzcrank,20,Pyke,19,Bard,15,Leona,14,Rell,14,Rakan,11,Karma,11,Alistar,10,Zyra,10,,0,,0,,0,Leona,2.0,2.0,0.0,1.0,Nautilus,2.0,2.0,0.0,1.0,Rell,2.0,1.0,1.0,0.5
LegitKorea #NA1,na,20,11,8,0.58,5.8,4.2,8.5,3.4,0.54,Ahri,0.53,8,7,3.58,Syndra,0.67,2,1,2.29,Hwei,1.0,1,0,7.0,0.0,0.0,0.0,0.0,0.0,MID,JUNGLE,0.0,0.0,Ahri,193.3,7.4,3.07,6.3,4.5,7.4,0.59,259,Syndra,201.1,7.4,2.66,6.2,5.2,7.5,0.61,18,Aurora,178.9,7.1,2.45,6.4,4.7,5.0,0.67,12,Hwei,186.6,7.1,1.72,3.8,5.8,6.2,0.45,11,Orianna,168.1,7.2,1.67,3.9,5.4,5.1,0.38,8,Ambessa,170.5,6.1,1.53,3.0,6.6,7.1,0.38,8,Smolder,143.3,6.8,1.36,3.0,3.7,2.0,0.67,3,Ahri,422,Orianna,14,Syndra,14,LeBlanc,13,Azir,12,Lulu,12,Twisted Fate,11,Morgana,11,,0,,0,,0,,0,,0,,0,,0,,0,Ahri,37.0,20.0,17.0,0.54,Syndra,4.0,3.0,1.0,0.75,Hwei,2.0,1.0,1.0,0.5
thomas #adc1,na,20,12,8,0.6,6.4,4.2,6.3,3.02,0.52,Ezreal,0.62,8,5,3.19,Jinx,0.5,2,2,2.4,Ashe,0.5,1,1,2.6,0.0,0.0,0.0,1.0,0.0,ADC,MID,1.0,0.0,Jinx,226.3,8.7,3.3,7.1,4.1,6.3,0.63,76,Ezreal,192.4,7.8,2.97,5.8,4.0,6.0,0.56,64,Kai'Sa,211.1,8.2,3.58,7.3,3.9,6.6,0.51,47,Ashe,202.9,7.5,3.57,5.3,4.3,10.0,0.6,43,Kalista,181.9,7.7,2.89,5.8,3.9,5.6,0.67,18,Miss Fortune,216.2,8.1,2.86,7.0,5.0,7.3,0.46,13,Corki,175.3,8.3,1.93,4.4,4.1,3.6,0.29,7,Draven,53,Xayah,39,Kai'Sa,33,Jinx,31,Miss Fortune,19,Vayne,15,Tristana,15,Lucian,13,Kalista,16,Ezreal,13,Ashe,12,Twitch,11,Kog'Maw,11,Darius,11,Varus,10,Master Yi,10,Ezreal,16.0,9.0,7.0,0.56,Jinx,4.0,2.0,2.0,0.5,Ashe,2.0,1.0,1.0,0.5
Doublelift #NA1,na,20,13,7,0.65,7.1,3.9,6.8,3.56,0.54,Jinx,0.59,10,7,3.6,Jhin,1.0,1,0,4.0,Caitlyn,1.0,1,0,3.0,0.0,0.0,0.05,0.95,0.0,ADC,MID,0.95,0.05,Jinx,256.3,9.4,3.4,6.9,4.1,6.9,0.57,132,Caitlyn,232,8.9,3.01,7.4,4.2,5.3,0.6,81,Corki,246.2,9.1,3.66,8.2,4.1,6.7,0.63,79,Jhin,221.1,8.5,3.16,6.5,4.2,6.7,0.49,57,Kai'Sa,258.2,9.1,3.16,7.5,4.6,7.1,0.55,20,Smolder,215.4,8.5,2.46,6.6,4.9,5.6,0.35,17,Ashe,237,8.4,3.27,5.8,4.3,8.3,0.58,12,Jinx,60,Jhin,59,Caitlyn,36,Kai'Sa,23,Lucian,22,Xayah,20,Ashe,19,Ezreal,15,Corki,15,Zeri,15,Tristana,14,Miss Fortune,12,Vayne,12,Varus,11,Twitch,11,Sivir,11,Jinx,4.0,3.0,1.0,0.75,Caitlyn,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0
discount Yangus #Urgot,na,20,10,10,0.5,6.1,5.1,4.9,2.16,0.46,Urgot,0.59,10,7,2.38,Kog'Maw,0.0,0,1,2.0,Veigar,0.0,0,1,0.67,0.5,0.05,0.05,0.4,0.0,TOP,ADC,0.5,0.4,Urgot,194.7,7.5,2.49,7.4,4.8,4.6,0.57,300,Veigar,191,7.7,2.3,3.9,3.8,4.8,0.36,14,Kog'Maw,242.8,6.9,2.17,15.0,10.5,7.8,0.5,4,Jax,200,5.9,0.9,1.0,10.0,8.0,0.0,1,Soraka,35,1.9,1,1.0,1.0,0.0,0.0,1,Darius,118,7.6,0,0.0,6.0,0.0,0.0,1,,0,0,0,0,0,0,0.0,0,Urgot,94,Kog'Maw,37,Veigar,24,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Urgot,35.0,19.0,16.0,0.54,Kog'Maw,2.0,1.0,1.0,0.5,Darius,1.0,0.0,1.0,0.0
세인트 스푼킹 #프레이,na,20,14,6,0.7,8.0,4.6,6.6,3.17,0.5,Miss Fortune,0.7,14,6,3.16,,0.0,0,0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,ADC,MID,1.0,0.0,Miss Fortune,212.8,7.9,3.07,7.1,4.5,6.7,0.58,260,Ashe,206,6.7,1.4,2.5,5.0,4.5,0.5,2,Teemo,191,5.8,1.93,6.0,7.5,8.5,0.5,2,Yuumi,32,1.7,Perfect,1.0,0.0,14.0,1.0,1,Jinx,274,8.8,3.75,3.0,4.0,12.0,1.0,1,Lissandra,188,6.3,1.29,1.0,7.0,8.0,0.0,1,Ezreal,172,7.1,1.6,4.0,5.0,4.0,0.0,1,Miss Fortune,124,Kai'Sa,15,Ashe,12,Jhin,10,Caitlyn,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Miss Fortune,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
rovex7 #NA1,na,20,11,9,0.55,2.2,5.3,13.5,2.96,0.61,Rell,0.4,2,3,3.41,Nautilus,0.4,2,3,1.95,Alistar,0.67,2,1,3.82,0.0,0.1,0.0,0.05,0.85,SUPPORT,JUNGLE,0.85,0.1,Nautilus,26.6,1,2.61,1.6,5.8,13.5,0.51,73,Alistar,22.8,0.8,3.15,1.5,5.3,15.1,0.63,68,Rell,24.9,0.9,3.15,1.8,5.2,14.4,0.51,59,Poppy,29.3,1.1,2.67,4.1,5.8,11.4,0.67,58,Pyke,32.2,1.2,2.52,5.8,5.5,8.0,0.42,52,Skarner,153.1,5.6,3.71,5.1,4.2,10.3,0.59,49,Bard,26.3,0.9,3.44,1.6,5.4,16.8,0.47,19,Pyke,29,Nautilus,27,Rakan,24,Alistar,22,Rell,20,Poppy,13,Ashe,13,Bard,12,Skarner,11,Senna,11,,0,,0,,0,,0,,0,,0,Rell,1.0,0.0,1.0,0.0,Nautilus,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0
Geiger #NA1,na,20,13,7,0.65,5.9,4.7,8.3,3.02,0.47,Cho'Gath,0.67,2,1,4.7,Zac,1.0,2,0,7.33,Lee Sin,0.5,1,1,2.94,0.6,0.0,0.2,0.2,0.0,TOP,MID,0.6,0.2,K'Sante,125.7,4.8,2.43,5.0,5.9,9.4,0.59,34,Gwen,174.9,7.7,2.23,4.7,4.0,4.1,0.52,21,Gnar,182.1,7.4,2.75,5.3,4.1,5.9,0.67,18,Cho'Gath,202.4,7.1,3.16,6.8,4.3,6.7,0.6,15,Aurora,173.8,6.7,2.02,4.3,5.7,7.1,0.4,15,Ambessa,162.6,6.3,2.43,6.9,5.1,5.6,0.57,14,Teemo,202.6,6.8,1.63,4.5,6.2,5.5,0.31,13,Cho'Gath,38,Aatrox,27,Urgot,24,Gangplank,20,Fiora,16,Dr. Mundo,16,Mordekaiser,16,K'Sante,16,Jax,15,Camille,15,Ornn,14,Gnar,14,Jayce,12,Sion,12,Sett,12,Tahm Kench,11,Cho'Gath,2.0,2.0,0.0,1.0,Zac,1.0,1.0,0.0,1.0,Garen,1.0,1.0,0.0,1.0
Nukez #Pixel,na,20,14,6,0.7,2.8,4.6,12.9,3.41,0.59,Nautilus,1.0,4,0,4.87,Rell,1.0,4,0,4.86,Bard,1.0,2,0,6.0,0.0,0.0,0.05,0.05,0.9,SUPPORT,MID,0.9,0.05,Rell,21.7,0.9,3.81,1.7,4.5,15.3,0.58,88,Nautilus,20.8,0.8,3.02,1.6,5.2,14.1,0.49,57,Leona,22.7,0.9,3.22,1.3,4.9,14.5,0.52,52,Bard,18,0.7,4.54,1.7,3.8,15.6,0.7,30,Senna,19.9,0.8,4.36,3.0,3.5,12.3,0.7,30,Neeko,22,0.8,3.29,2.8,4.7,12.7,0.62,29,Poppy,19.9,0.8,2.54,2.9,6.1,12.4,0.69,16,Katarina,101,Lee Sin,27,Jinx,26,Kai'Sa,22,Ezreal,19,Taliyah,18,Yasuo,18,Draven,18,Rengar,16,Graves,15,Jhin,15,Lucian,14,Xayah,13,Lillia,11,Veigar,11,Olaf,11,Rell,5.0,4.0,1.0,0.8,Nautilus,5.0,4.0,1.0,0.8,Neeko,4.0,2.0,2.0,0.5
one last dance #nahz,na,20,11,9,0.55,4.6,5.6,5.8,1.86,0.43,Yasuo,0.57,8,6,1.81,Yone,0.5,3,3,2.0,,0.0,0,0,0.0,0.0,0.0,0.7,0.3,0.0,MID,ADC,0.7,0.3,Yasuo,200.2,8,2.14,5.6,5.3,5.7,0.63,129,Yone,232.8,8.2,2.05,5.7,5.8,6.2,0.62,45,Kog'Maw,152.5,6.8,0.83,1.0,6.0,4.0,0.0,2,Viktor,176,7.3,1.43,1.0,7.0,9.0,1.0,1,Seraphine,269,7.8,3.67,7.0,6.0,15.0,1.0,1,Zeri,137,8.5,1,2.0,5.0,3.0,0.0,1,Smolder,136,8.3,0.33,2.0,6.0,0.0,0.0,1,Yasuo,34,Yone,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Yone,4.0,1.0,3.0,0.25,Yasuo,3.0,2.0,1.0,0.67,,0.0,0.0,0.0,0.0
Kzykendy #NA1,na,20,10,10,0.5,4.2,5.1,4.7,1.75,0.39,Azir,0.47,8,9,1.64,Lulu,1.0,1,0,17.0,Lissandra,1.0,1,0,6.0,0.7,0.0,0.25,0.0,0.05,TOP,MID,0.7,0.25,Azir,208.6,7.7,1.84,5.9,6.3,5.7,0.57,277,Garen,137.9,6,1.19,3.6,6.4,3.9,0.36,11,Ahri,172.9,6.6,1.8,5.2,6.6,6.6,0.44,9,Teemo,147,5.7,1.06,3.2,9.4,6.8,0.2,5,Malphite,148.5,4.6,1.63,5.5,8.0,7.5,0.5,2,Syndra,146,6.6,1.07,4.5,7.0,3.0,0.5,2,Shen,128,4.8,2.23,5.5,6.5,9.0,0.0,2,Azir,264,Vayne,13,Ahri,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Azir,10.0,5.0,5.0,0.5,Lulu,1.0,1.0,0.0,1.0,Lissandra,1.0,1.0,0.0,1.0
Blind Walker #zzzzz,na,20,12,8,0.6,6.9,4.9,9.1,3.27,0.59,Wukong,0.86,6,1,4.04,Viego,0.6,3,2,2.74,Graves,0.33,1,2,2.06,0.0,0.95,0.05,0.0,0.0,JUNGLE,MID,0.95,0.05,Graves,209.9,8.3,2.83,8.9,5.0,5.1,0.55,42,Viego,181.1,6.9,3.18,7.7,5.0,8.3,0.55,38,Wukong,184.6,6.9,3.37,7.9,4.6,7.5,0.65,31,Elise,143.8,5.7,2.96,8.4,5.4,7.5,0.33,21,Jarvan IV,175.1,6.1,4.25,7.2,5.4,15.8,0.55,20,Diana,176.8,7.5,3.98,5.8,3.5,8.3,0.82,17,Lee Sin,156.1,6.3,2.89,7.4,5.1,7.4,0.47,17,Graves,24,Lee Sin,23,Hecarim,12,Kha'Zix,11,Ekko,11,Diana,10,Viego,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,Viego,1.0,1.0,0.0,1.0,Wukong,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0
Conchad #Luck,na,20,11,9,0.55,4.8,4.6,9.7,3.15,0.53,Yasuo,0.5,6,6,2.84,Zac,1.0,2,0,7.6,Maokai,0.0,0,2,2.4,0.3,0.05,0.3,0.3,0.05,MID,TOP,0.3,0.3,Yasuo,197.1,7.4,2.53,6.1,5.2,7.0,0.56,45,K'Sante,113.6,4,2.78,5.7,5.6,10.0,0.47,45,Maokai,155.1,5.7,3.46,3.7,4.1,10.5,0.63,30,Zac,143.5,6,3.43,5.4,4.0,8.3,0.59,27,Lee Sin,179.1,6.9,3.18,8.9,4.9,6.8,0.63,16,Trundle,220.4,8.4,2.09,7.4,5.5,4.1,1.0,8,Yone,229,8.1,2.94,6.6,3.9,4.8,0.75,8,Yasuo,63,Master Yi,38,Lee Sin,20,Shaco,19,Thresh,18,Rengar,17,Kha'Zix,16,Ekko,15,Sylas,16,Zed,15,Zac,14,Katarina,13,Twisted Fate,12,Riven,12,Jax,12,Vladimir,11,,,,,,,,,,,,,,,
Bobby #PX7,na,20,10,10,0.5,7.3,6.5,7.0,2.2,0.54,Cassiopeia,0.44,8,10,2.19,Corki,1.0,1,0,2.6,Caitlyn,1.0,1,0,2.0,0.0,0.0,0.0,1.0,0.0,ADC,MID,1.0,0.0,Cassiopeia,189.8,7,1.86,7.6,7.5,6.3,0.53,102,Ashe,193.7,7.6,2.51,6.0,6.3,9.8,0.47,17,Sivir,210.5,8.1,4.71,6.5,3.5,10.0,1.0,2,Orianna,149,6.3,3.33,4.0,4.5,11.0,0.5,2,Caitlyn,190,7.6,2,5.0,4.0,3.0,1.0,1,Corki,257,7.8,2.6,7.0,5.0,6.0,1.0,1,Braum,23,0.8,3.25,1.0,8.0,25.0,0.0,1,Cassiopeia,115,Ashe,30,Ezreal,13,Vayne,12,Sivir,12,Draven,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Cassiopeia,40.0,21.0,19.0,0.53,Ashe,3.0,2.0,1.0,0.67,Caitlyn,1.0,1.0,0.0,1.0
twtv kenvilol #SSS,na,20,11,9,0.55,8.0,5.2,9.6,3.38,0.63,Graves,0.83,5,1,5.6,Lee Sin,0.0,0,3,2.53,Jarvan IV,0.5,1,1,4.27,0.0,0.8,0.15,0.05,0.0,JUNGLE,MID,0.8,0.15,Jarvan IV,166.9,6.6,5.73,6.5,3.3,12.6,0.68,92,Graves,226.7,8.5,3.86,11.2,4.6,6.7,0.7,46,Lee Sin,161.8,6.5,3.63,8.2,4.6,8.5,0.51,35,Vi,166.3,6.6,3.58,5.1,4.1,9.5,0.71,21,Kindred,177.6,6.9,3.39,8.9,4.9,7.6,0.5,18,Nidalee,187.5,6.9,4.05,8.5,4.4,9.1,0.35,17,Viego,179.9,7.1,3.44,7.0,4.4,8.3,0.63,16,Graves,17,Jarvan IV,15,Kindred,12,Lee Sin,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Graves,2.0,2.0,0.0,1.0,Lee Sin,2.0,0.0,2.0,0.0,Twisted Fate,1.0,1.0,0.0,1.0
Cody Sun #Aura,na,20,13,7,0.65,6.3,3.7,6.9,3.57,0.51,Tristana,0.44,4,5,3.15,Ashe,1.0,2,0,6.5,Ezreal,1.0,2,0,5.6,0.1,0.0,0.05,0.85,0.0,ADC,TOP,0.85,0.1,Tristana,206.4,8,3.52,6.8,3.7,6.3,0.59,73,Ashe,198,8.1,3.9,5.6,3.5,8.2,0.63,71,Corki,216.7,8.3,3.56,7.3,3.9,6.6,0.59,51,Kai'Sa,218,8.8,3.49,8.0,4.0,6.1,0.61,38,Jinx,211.1,8.1,3.49,6.5,3.8,6.7,0.49,35,Varus,210.5,7.9,3.12,7.2,4.4,6.6,0.58,33,Xayah,220.9,8.9,3.32,5.6,3.4,5.7,0.48,25,Tristana,71,Ezreal,68,Kai'Sa,64,Jinx,42,Xayah,42,Lucian,40,Ashe,31,Jhin,28,Aphelios,28,Caitlyn,26,Varus,25,Sivir,23,Vayne,23,Miss Fortune,21,Twitch,20,Kog'Maw,20,Tristana,10.0,4.0,6.0,0.4,Ezreal,2.0,2.0,0.0,1.0,Ashe,2.0,2.0,0.0,1.0
Daption #Sandy,na,20,8,11,0.42,4.1,5.6,7.7,2.11,0.55,Jinx,0.33,1,2,1.44,Varus,0.5,1,1,4.5,Tristana,0.5,1,1,2.58,0.0,0.0,0.0,0.0,0.0,MID,JUNGLE,0.0,0.0,Jhin,194.7,7.4,3.16,7.7,4.6,6.8,0.52,102,Ashe,182.8,7.1,2.47,5.4,5.7,8.7,0.43,65,Jinx,192,7.9,2.6,5.9,4.4,5.6,0.49,57,Seraphine,191.8,7.1,2.95,5.1,5.4,10.7,0.54,52,Varus,187.3,7.2,2.36,7.0,5.8,6.6,0.49,47,Kai'Sa,197.2,7.6,2.77,7.3,5.0,6.4,0.54,41,Hwei,217.5,7.7,2.98,5.7,5.1,9.4,0.64,33,Lulu,87,Karma,39,Nautilus,35,Senna,35,Lux,33,Yuumi,30,Poppy,28,Soraka,26,Rakan,25,Ashe,25,Nami,22,Sona,21,Jhin,21,Seraphine,20,Caitlyn,14,Leona,14,Varus,9.0,2.0,7.0,0.22,Jhin,8.0,4.0,4.0,0.5,Zyra,4.0,3.0,1.0,0.75
Ben10 #203,vn,20,13,7,0.65,7.0,3.4,6.2,3.88,0.55,Katarina,0.71,10,4,4.21,Ashe,1.0,2,0,3.44,Lissandra,0.0,0,2,3.0,0.05,0.0,0.8,0.15,0.0,MID,ADC,0.8,0.15,Katarina,157.1,6.4,3.21,9.4,4.9,6.1,0.63,163,Rell,22.9,0.9,3.61,1.7,5.2,17.0,0.58,62,Viego,180.2,7,2.88,7.9,4.9,6.2,0.47,19,Lissandra,176.3,6.8,2.64,4.1,4.9,8.8,0.29,17,Braum,23.2,1,3.38,1.1,4.8,15.1,0.7,10,Taliyah,196.5,7.2,3.14,8.1,5.5,9.1,0.5,8,Nidalee,154.6,5.7,2.17,5.8,5.8,6.8,0.4,5,Katarina,67,Yasuo,35,Riven,17,Lee Sin,16,Nidalee,16,Lucian,15,Master Yi,13,Kai'Sa,12,Thresh,12,Irelia,11,Rell,11,Zed,10,Darius,10,Garen,10,,0,,0,,,,,,,,,,,,,,,
