summoner,region,rank,tier,lp,most_champion_1,most_champion_2,most_champion_3,level,win,loss,winrate
Geiger #NA1,na,250,Challenger,688 LP,K'Sante,Gwen,Gnar,1767,188,161,54%
ENTHRALLED #999,na,251,Challenger,688 LP,Vayne,Rell,Jinx,745,97,67,59%
SHEEP123 #SWAG,na,252,Challenger,688 LP,Nunu & Willump,Diana,Skarner,645,201,171,54%
Andy #loool,na,253,Challenger,688 LP,Kennen,Rengar,Zac,425,94,55,63%
Grell #3010,na,254,Challenger,687 LP,Viego,Skarner,Nidalee,379,97,61,61%
Willing555 #555,na,255,Challenger,687 LP,Kled,K'Sante,Swain,823,133,104,56%
Spork #NSG,na,256,Challenger,687 LP,Zoe,Sylas,Ryze,271,220,196,53%
Hypeurs #Wopo,na,257,Challenger,687 LP,Ekko,Senna,Akali,169,136,107,56%
DDOSS #NA1,na,258,Challenger,686 LP,Senna,Janna,Blitzcrank,1364,191,158,55%
立身揚名 #NA0,na,259,Challenger,686 LP,Graves,Viego,Ekko,107,226,190,54%
声微丶饭否 #CCC,na,260,Challenger,685 LP,Jayce,Corki,Pyke,787,180,107,63%
10 IQ PLAYER #NA1,na,261,Challenger,684 LP,Ekko,Talon,Graves,224,68,32,68%
风城烟雨丶 #广州法王,na,262,Challenger,684 LP,Talon,Ekko,Aurora,208,104,71,59%
ScrubNoob #NA1,na,263,Challenger,683 LP,Rengar,Nocturne,Karthus,319,103,60,63%
My Eclipse #NA1,na,264,Challenger,682 LP,Sylas,Yone,Galio,609,127,95,57%
LightNReset #NA1,na,265,Challenger,682 LP,Seraphine,Lux,Janna,600,249,219,53%
Licorice #NA1,na,266,Challenger,682 LP,Wukong,Jax,Gragas,335,95,63,60%
calamity of god #NA1,na,267,Challenger,681 LP,Sona,Zilean,Smolder,67,89,46,66%
Verdehile #NA1,na,268,Challenger,681 LP,Tryndamere,Ambessa,Shen,821,193,159,55%
fidelis custos #xeh,na,269,Challenger,681 LP,Syndra,Orianna,Viktor,105,182,152,54%
sweeho #999,na,270,Challenger,681 LP,Irelia,Hwei,Yone,246,107,72,60%
Skyyylol #NA11,na,271,Challenger,681 LP,Sylas,Yone,Galio,225,123,83,60%
YNO BLITZ #CHESS,na,272,Challenger,680 LP,Blitzcrank,Gragas,Rumble,362,154,119,56%
An Nuo l #NA1,na,273,Challenger,679 LP,Kha'Zix,Lee Sin,Graves,505,280,250,53%
Crimsonating #NA1,na,274,Challenger,678 LP,Thresh,Nautilus,Leona,610,276,252,52%
江多宝 #0409,na,275,Challenger,678 LP,Viego,Kai'Sa,Ekko,197,81,47,63%
Amazingx #2494,na,276,Challenger,677 LP,Lee Sin,Sejuani,Jarvan IV,1003,129,102,56%
caomeieeer #NA1,na,277,Challenger,676 LP,Akali,Hwei,Karma,395,129,89,59%
Retired Actor #NA1,na,278,Challenger,676 LP,Graves,Nocturne,Xin Zhao,480,97,59,62%
密思薇薇 #vvv,na,279,Challenger,676 LP,Tahm Kench,Sylas,Yone,99,131,79,62%
LolGunslinger #dong,na,280,Challenger,675 LP,Heimerdinger,Malzahar,,683,142,107,57%
세인트 스푼킹 #프레이,na,281,Challenger,675 LP,Miss Fortune,Ashe,Teemo,458,149,110,58%
Reppy #nyami,na,282,Challenger,674 LP,Yone,Syndra,Smolder,1365,190,159,54%
TheJakourt #8888,na,283,Challenger,674 LP,Bard,Thresh,Morgana,586,119,85,58%
Protos #Colin,na,284,Challenger,674 LP,Senna,Bard,Poppy,1039,295,265,53%
bad person 123 #ban,na,285,Challenger,673 LP,Karthus,Zyra,Graves,86,186,136,58%
Mowgli #0712,na,286,Challenger,672 LP,Graves,Diana,Kindred,129,162,129,56%
DeepWhite #115,na,287,Challenger,671 LP,Karthus,Miss Fortune,Brand,786,109,71,61%
Crumfiki #NA1,na,288,Challenger,671 LP,Smolder,Graves,Karthus,66,121,88,58%
Deku #NDHN,na,289,Challenger,671 LP,Garen,Graves,Jayce,696,116,80,59%
tickle #brug,na,290,Challenger,670 LP,Ashe,Corki,Jhin,730,168,140,55%
asfdfhrsfdrest4 #COL,na,291,Challenger,670 LP,Gnar,Renekton,K'Sante,441,361,338,52%
山田杏奈 #纯爱无敌,na,292,Challenger,669 LP,Nidalee,Graves,Viego,566,116,91,56%
龙七对 #Ekko,na,293,Challenger,667 LP,K'Sante,Yone,Aatrox,589,98,64,60%
白天数星星 #1016,na,294,Challenger,667 LP,Xin Zhao,Malphite,Wukong,475,150,115,57%
astro #opium,na,295,Challenger,667 LP,Tristana,Jinx,Twitch,45,111,53,68%
512 #SRT,na,296,Challenger,667 LP,Gwen,Wukong,Kha'Zix,71,76,31,71%
Tommy Shelby #133,na,297,Challenger,667 LP,Jax,Vayne,Irelia,90,216,137,61%
Kross #NA12,na,298,Challenger,666 LP,Volibear,Rek'Sai,Jarvan IV,545,181,145,56%
Silver #32602,na,299,Challenger,665 LP,Senna,Milio,Karma,936,130,103,56%
zzz #Nik,na,300,Challenger,639 LP,Corki,Lissandra,Sivir,898,160,136,54%
ttv brabro #aph,na,301,Challenger,616 LP,Aphelios,Ashe,Corki,649,382,363,51%
mat hip ke t #0307,vn,1,Challenger,"1,910 LP",Lee Sin,Viego,Skarner,1654,215,134,62%
千个伤心的理由 8 #8686,vn,2,Challenger,"1,758 LP",Graves,Viego,Lee Sin,1079,260,176,60%
ba dat nguyen #dubai,vn,3,Challenger,"1,700 LP",Kindred,Graves,Viego,577,249,169,60%
KNgo #2006,vn,4,Challenger,"1,679 LP",Aurora,Yone,Jax,419,502,424,54%
千个伤心的理由 2 #9999,vn,5,Challenger,"1,669 LP",Diana,Poppy,Xin Zhao,917,196,117,63%
千个伤心的理由 6 #9999,vn,6,Challenger,"1,505 LP",Shen,Skarner,Zac,652,301,235,56%
5 chợ lớn #2703,vn,7,Challenger,"1,459 LP",Annie,Aurelion Sol,Yone,459,242,172,58%
ZEN SCP #2005,vn,8,Challenger,"1,401 LP",Viego,Lee Sin,Zyra,1314,280,208,57%
love winter #1912,vn,9,Challenger,"1,379 LP",Viego,Lee Sin,K'Sante,818,154,91,63%
hiền từ Tuấn Huy #2k3,vn,10,Challenger,"1,348 LP",Kennen,Renekton,Gnar,799,236,170,58%
SUPER WARRIOR #2k5,vn,11,Challenger,"1,344 LP",Jax,K'Sante,Ambessa,487,253,192,57%
knight #kk9,vn,12,Challenger,"1,244 LP",LeBlanc,Akali,Syndra,768,131,65,67%
ZEN GiaQui #2103,vn,13,Challenger,"1,194 LP",Syndra,Viktor,Ahri,800,130,65,67%
Future Playcool #10608,vn,14,Challenger,"1,190 LP",Yone,Sylas,Caitlyn,1129,169,113,60%
千个伤心的理由 #9999,vn,15,Challenger,"1,168 LP",Rell,Poppy,Nautilus,568,357,300,54%
forsenlol #1216,vn,16,Challenger,"1,164 LP",Ambessa,K'Sante,Aurora,417,139,77,64%
Quang Phạm up #2611,vn,17,Challenger,"1,156 LP",Elise,Viego,Rell,947,148,91,62%
Frozen Moon #Fatk3,vn,18,Challenger,"1,150 LP",Irelia,Akali,Pyke,1039,413,368,53%
dumplings kid #2703,vn,19,Challenger,"1,148 LP",Poppy,Lee Sin,Rell,715,213,158,57%
Steller #2006,vn,20,Challenger,"1,143 LP",Jax,Gnar,K'Sante,766,169,117,59%
Tiểu Anh29 #TA2,vn,21,Challenger,"1,113 LP",Zeri,Ashe,Ezreal,1044,226,170,57%
千个伤心的理由 4 #9999,vn,22,Challenger,"1,099 LP",Heimerdinger,Corki,Shen,615,308,255,55%
千个伤心的理由 7 #8888,vn,23,Challenger,"1,094 LP",Kalista,Corki,Ashe,1225,639,596,52%
ô bạn dương kìa #2008,vn,24,Challenger,"1,090 LP",K'Sante,Yone,Smolder,362,184,136,57%
Ultra Instinct #9688,vn,25,Challenger,"1,087 LP",Corki,Yone,Ryze,1236,162,107,60%
Truong #VN3,vn,26,Challenger,"1,072 LP",Kennen,Jax,Jayce,849,186,125,60%
winter 1ov3 #2703,vn,27,Challenger,"1,057 LP",Graves,Nidalee,Kindred,1296,256,198,56%
DWG Nuguri #2006,vn,28,Challenger,"1,054 LP",Gwen,Aurora,Akali,760,239,179,57%
Azul #1m88,vn,29,Challenger,"1,048 LP",Lulu,Karma,Renata Glasc,1044,178,128,58%
GuriixLaraa #only,vn,30,Challenger,"1,041 LP",Viego,Lee Sin,Riven,1420,173,118,59%
Phát Gà Cục Tác #HXP04,vn,31,Challenger,"1,006 LP",Caitlyn,Aurora,Jhin,732,311,268,54%
Shiki #0504,vn,32,Challenger,"1,000 LP",Ashe,Kai'Sa,Shen,1015,351,294,54%
duck soo stupid #2105,vn,33,Challenger,994 LP,Graves,Lee Sin,Jarvan IV,819,217,168,56%
丶baby Emiya #Tyezz,vn,34,Challenger,983 LP,Lee Sin,Viego,Kai'Sa,891,276,235,54%
고블린 #dt1,vn,35,Challenger,977 LP,Syndra,Graves,Zoe,206,181,95,66%
khactinhgioitre #CHP,vn,36,Challenger,966 LP,Gangplank,Jayce,K'Sante,846,121,71,63%
BlackHole #2707,vn,37,Challenger,966 LP,Pantheon,Jayce,Jax,721,218,168,56%
Ozer #918,vn,38,Challenger,961 LP,Ahri,Sylas,Nidalee,1158,167,117,59%
Grayyy #4evr,vn,39,Challenger,945 LP,Yone,Irelia,Gwen,788,218,166,57%
babyzhengdao #48423,vn,40,Challenger,936 LP,Yasuo,Galio,Viktor,276,148,104,59%
cold heart #999,vn,41,Challenger,932 LP,Kassadin,Corki,Akali,521,212,163,57%
Minh Inox #2004,vn,42,Challenger,929 LP,Kayn,Graves,Aphelios,974,182,140,57%
Một Mình Vui Lắm #HHL,vn,43,Challenger,912 LP,Lulu,Yone,Corki,522,140,90,61%
Say Love Pun #0211,vn,44,Challenger,912 LP,Elise,Viego,Rell,311,103,51,67%
ADCFeed #11111,vn,45,Challenger,910 LP,Irelia,Viktor,Zoe,450,267,135,66%
Tomoetapclick #2110,vn,46,Challenger,905 LP,Ashe,Nilah,Corki,890,360,323,53%
Bo1 #0101,vn,47,Challenger,902 LP,Rakan,Camille,Renekton,107,113,65,63%
estella #111,vn,48,Challenger,899 LP,Katarina,LeBlanc,Xerath,346,394,330,54%
Emery #0101,vn,49,Challenger,891 LP,Twisted Fate,K'Sante,Smolder,952,374,326,53%
TiSaD #TiSaD,vn,50,Challenger,887 LP,Gwen,K'Sante,Yone,1152,245,200,55%
Palma #8888,vn,51,Challenger,883 LP,Cho'Gath,,,194,162,109,60%
FanboiHieuThuHai #HTH,vn,52,Challenger,880 LP,Graves,Viego,Wukong,222,285,190,60%
UNR BigBoss #1110,vn,53,Challenger,878 LP,Lee Sin,Kai'Sa,Graves,837,228,183,55%
Gok Gymer #thien,vn,54,Challenger,877 LP,Graves,Lee Sin,Viego,886,264,219,55%
lovely lade #1mcbk,vn,55,Challenger,877 LP,Kai'Sa,Aphelios,Milio,733,134,87,61%
Xiuli Weng Di #1234h,vn,56,Challenger,876 LP,Annie,Olaf,Viego,449,285,216,57%
saranghaeyo #quang,vn,57,Challenger,871 LP,Sylas,Yasuo,Varus,712,177,136,57%
HiyoriShiina #F2005,vn,58,Challenger,871 LP,Lulu,Poppy,Rell,949,226,184,55%
Zhou Zheng Dao #VN2,vn,59,Challenger,870 LP,Gwen,Hwei,Viktor,520,101,47,68%
Little DiDi #Dilzi,vn,60,Challenger,866 LP,Draven,Aphelios,Kai'Sa,692,266,228,54%
Lâm Triều Anh #1607,vn,61,Challenger,865 LP,Zoe,Syndra,Hwei,638,266,221,55%
通尼兹 #einnu,vn,62,Challenger,863 LP,LeBlanc,Ahri,Lulu,684,217,171,56%
Hồng Hài Nhi #5566,vn,63,Challenger,862 LP,Kai'Sa,Zed,Pyke,629,213,173,55%
Thạch Dừaa #3012,vn,64,Challenger,858 LP,Hecarim,Gragas,Kha'Zix,933,260,216,55%
Jinwoo #7979,vn,65,Challenger,857 LP,Kai'Sa,Jinx,Xayah,1155,289,251,54%
whatiscute #我想你,vn,66,Challenger,855 LP,Akali,Sylas,Lee Sin,1084,241,201,55%
Blueberry #sad,vn,67,Challenger,855 LP,Lulu,Viego,Hecarim,151,114,63,64%
xa thu tien phog #1503,vn,68,Challenger,847 LP,Jhin,Jinx,Kai'Sa,817,140,93,60%
Xiee1 #0624,vn,69,Challenger,842 LP,Bel'Veth,Viego,LeBlanc,687,311,265,54%
dau long #hjn1,vn,70,Challenger,841 LP,Ezreal,Jinx,Kai'Sa,988,319,271,54%
Huệ Minˆˆ #Min,vn,71,Challenger,838 LP,Ashe,Jhin,Kalista,1110,188,146,56%
Akali #102,vn,72,Challenger,837 LP,Akali,Yone,Corki,1022,259,213,55%
narcolepsy #bed,vn,73,Challenger,835 LP,K'Sante,Ambessa,Aurora,694,72,26,73%
Allin CuongNho #Allin,vn,74,Challenger,831 LP,Tryndamere,Pyke,Neeko,552,227,188,55%
DGHEHE #Huy,vn,75,Challenger,830 LP,Sylas,Syndra,Lee Sin,815,170,128,57%
PTM 008 #0211,vn,76,Challenger,827 LP,Rell,Rakan,Pyke,651,154,111,58%
Yellow #ibey,vn,77,Challenger,827 LP,Jhin,Corki,Ezreal,1012,137,93,60%
Kogy1 #2202,vn,78,Challenger,824 LP,Kai'Sa,Kalista,Lee Sin,539,275,234,54%
VVS RKT #369,vn,79,Challenger,817 LP,Graves,Nidalee,Lee Sin,763,387,342,53%
Tài Nhớt #2007,vn,80,Challenger,816 LP,Lee Sin,K'Sante,Viego,792,151,111,58%
C1 1111LP KR #IMT,vn,81,Challenger,815 LP,Tryndamere,Ambessa,Gwen,368,122,79,61%
千个伤心的理由 BOSS #8888,vn,82,Challenger,814 LP,Graves,Sylas,Corki,1301,323,282,53%
Miraaa #1112,vn,83,Challenger,812 LP,Graves,Viego,Lee Sin,956,94,51,65%
anhlong05 #VN2,vn,84,Challenger,811 LP,Yone,Sylas,Orianna,574,145,103,58%
n22 #032,vn,85,Challenger,811 LP,Zoe,Aurora,Neeko,1038,227,173,57%
如果爱忘了4 #91093,vn,86,Challenger,801 LP,Hwei,Poppy,Pyke,789,209,162,56%
구마유시 2005 #ADC,vn,87,Challenger,800 LP,Rell,Kai'Sa,Ashe,801,163,112,59%
Woshiri #201,vn,88,Challenger,798 LP,Galio,Yuumi,Skarner,699,127,88,59%
swy #110,vn,89,Challenger,796 LP,Lee Sin,Gwen,Yone,932,108,67,62%
Anjo Nala #0307,vn,90,Challenger,794 LP,Soraka,Lulu,Elise,1119,309,260,54%
Quinnchana #MAD,vn,91,Challenger,791 LP,Quinn,Nidalee,Diana,630,153,99,61%
An Hà Kiều #7012,vn,92,Challenger,791 LP,Amumu,Zyra,Karthus,1023,221,181,55%
sadvibes đà nẵng #2703,vn,93,Challenger,783 LP,Rakan,Kai'Sa,Ashe,499,262,225,54%
Heart #20005,vn,94,Challenger,783 LP,Lee Sin,Graves,Viego,634,112,70,62%
Kara no bot răm #172,vn,95,Challenger,779 LP,Lulu,Karma,Yuumi,570,244,201,55%
Icy #Umee,vn,96,Challenger,777 LP,Soraka,Lulu,Janna,1508,167,121,58%
Limerence #Umee,vn,97,Challenger,776 LP,Graves,Viego,Kindred,713,135,90,60%
PingPongPong #Faker,vn,98,Challenger,775 LP,Kai'Sa,Poppy,Rell,918,221,180,55%
Shilyx so sad #2007,vn,99,Challenger,774 LP,Graves,Lee Sin,Kindred,660,147,106,58%
Zero ZhinTian #99999,vn,100,Challenger,771 LP,Brand,Gragas,Varus,1198,286,253,53%
KapilGuptaMD #Truth,vn,101,Challenger,770 LP,Gragas,Elise,Viego,134,132,84,61%
Ami #2004,vn,102,Challenger,767 LP,Yuumi,Lulu,Graves,1238,246,206,54%
bbilowkey #nmn,vn,103,Challenger,766 LP,Lulu,Yuumi,Nami,766,228,183,55%
MUHEHEHEHEHEHEHE #0109,vn,104,Challenger,763 LP,Yone,Vladimir,Corki,876,207,169,55%
abcdxyznmasad #4524,vn,105,Challenger,759 LP,Jinx,Kai'Sa,Ashe,1167,397,363,52%
sao hang a #hamoi,vn,106,Challenger,757 LP,Aatrox,Yone,Aurora,666,324,289,53%
19th4n98 #3242,vn,107,Challenger,757 LP,Volibear,Maokai,Mordekaiser,640,210,170,55%
LCK ADC #2207,vn,108,Challenger,752 LP,Kai'Sa,Corki,Ezreal,782,208,168,55%
lcd #Helia,vn,109,Challenger,752 LP,Yone,Sylas,Hwei,599,239,194,55%
Jay Trần #997,vn,110,Challenger,752 LP,Qiyana,Nunu & Willump,Pyke,834,126,80,61%
bae daau #1506,vn,111,Challenger,751 LP,Lee Sin,Viego,Zyra,1427,130,90,59%
mârTiaMaủcgnồhC #1106,vn,112,Challenger,750 LP,Sylas,Syndra,Galio,658,123,80,61%
say wazzup #1234,vn,113,Challenger,750 LP,Graves,Thresh,Viego,976,132,88,60%
cat goes meow #silly,vn,114,Challenger,750 LP,Nami,Lulu,Soraka,1325,221,185,54%
Lächeln #Shaon,vn,115,Challenger,748 LP,Shaco,Sion,Thresh,394,202,164,55%
Its me ZEON #4846,vn,116,Challenger,748 LP,Nautilus,Alistar,Neeko,1473,418,379,52%
Đức Ai Chơi #ĐAC66,vn,117,Challenger,747 LP,Shen,Skarner,Gragas,174,142,95,60%
Myunari #duxgn,vn,118,Challenger,746 LP,Taliyah,Graves,Viego,370,208,162,56%
Kawinary #8612,vn,119,Challenger,744 LP,Rell,Zac,Alistar,387,115,72,61%
THE IMMORTAL #2003,vn,120,Challenger,744 LP,Graves,Volibear,Diana,663,228,185,55%
千个伤心的理由 5 #99999,vn,121,Challenger,743 LP,Zeri,Jinx,Kai'Sa,945,287,247,54%
Beo #2O11,vn,122,Challenger,739 LP,Akshan,Sylas,Zoe,856,148,73,67%
Nèng Thơ #9999,vn,123,Challenger,735 LP,Graves,Karthus,Thresh,350,163,92,64%
Trương Quang Bảo #Pon,vn,124,Challenger,735 LP,Gwen,Aatrox,Maokai,714,393,350,53%
baby dudu #2406,vn,125,Challenger,734 LP,Gnar,Jax,Kennen,1160,247,210,54%
JG KING #2002,vn,126,Challenger,733 LP,Graves,Bel'Veth,Hecarim,416,125,78,62%
chi yeu minh em #LNV,vn,127,Challenger,730 LP,Lulu,Viego,Taliyah,333,99,51,66%
Kiyopon #NDTin,vn,128,Challenger,728 LP,Diana,Graves,Sylas,481,216,167,56%
YuK3R #2201,vn,129,Challenger,728 LP,Elise,Corki,Sylas,62,151,80,65%
28 01 20 #2801,vn,130,Challenger,727 LP,Shaco,Teemo,Maokai,303,267,223,54%
ZEN Charlington #2304,vn,131,Challenger,725 LP,Ashe,Jhin,Varus,997,94,49,66%
nimymu #1412,vn,132,Challenger,724 LP,Viego,Kai'Sa,Skarner,1095,287,245,54%
15 12 27 03 03 #asqwe,vn,133,Challenger,724 LP,Rell,Poppy,Neeko,383,190,142,57%
thuylinhxinh #3103,vn,134,Challenger,722 LP,Lulu,Nami,Milio,944,299,257,54%
可爱 bé nampeo ạaa #2004,vn,135,Challenger,721 LP,Evelynn,Nami,Ahri,928,147,106,58%
das os gnim #hehe,vn,136,Challenger,721 LP,Corki,Aphelios,Tahm Kench,720,198,158,56%
Nhân 203 #Jungk,vn,137,Challenger,720 LP,Shaco,Neeko,Pantheon,1306,340,305,53%
loraine cat #2006,vn,138,Challenger,720 LP,Lee Sin,Graves,Viego,1004,523,494,51%
Nabee #0502,vn,139,Challenger,718 LP,Yuumi,Zac,Nami,964,219,195,53%
tiphat #7272,vn,140,Challenger,717 LP,Graves,Viego,Lee Sin,354,183,135,58%
Mhung #12345,vn,141,Challenger,712 LP,Graves,Viego,Lee Sin,317,207,162,56%
Lady up #kaisa,vn,142,Challenger,711 LP,Kai'Sa,Jhin,Kha'Zix,915,253,198,56%
Justyn #29804,vn,143,Challenger,711 LP,Teemo,Ezreal,Jinx,465,254,198,56%
ooooooookkkkkkkk #Okyu,vn,144,Challenger,711 LP,Graves,Kai'Sa,Aphelios,598,194,150,56%
Ng tinh mua dong #Phuc3,vn,145,Challenger,707 LP,Kai'Sa,Jinx,Ezreal,1005,437,400,52%
hwilee #이등휘,vn,146,Challenger,707 LP,Nidalee,Graves,Lee Sin,388,103,58,64%
Ông Bầu Suneo #cxo,vn,147,Challenger,706 LP,Katarina,Lissandra,Evelynn,986,302,258,54%
幸福1 #1234,vn,148,Challenger,706 LP,Kog'Maw,Graves,Viego,824,202,159,56%
Hannibal Lecter #71310,vn,149,Challenger,705 LP,Graves,Zeri,Caitlyn,970,82,41,67%
Khan up #ndk,vn,150,Challenger,705 LP,Nidalee,Elise,Kai'Sa,1175,177,138,56%
Salieri #112,vn,151,Challenger,703 LP,Gangplank,Alistar,Zac,782,243,204,54%
BrighT #VN2,vn,152,Challenger,703 LP,Renekton,Malphite,Galio,1073,237,203,54%
FA Nagato #2005,vn,153,Challenger,701 LP,Jax,K'Sante,Jayce,419,252,211,54%
vikciss #ilyy,vn,154,Challenger,701 LP,Katarina,Kai'Sa,Akali,51,173,75,70%
Ženn #VN2,vn,155,Challenger,701 LP,Kai'Sa,Lucian,Ezreal,564,303,254,54%
Hong Hae In #777,vn,156,Challenger,700 LP,Cho'Gath,Ambessa,Zoe,245,249,149,63%
Shinra Tensei #17125,vn,157,Challenger,699 LP,Lee Sin,Graves,Kai'Sa,837,134,102,57%
Arshy #2610,vn,158,Challenger,699 LP,Lee Sin,K'Sante,Thresh,1666,172,135,56%
Midas creation #1202,vn,159,Challenger,698 LP,Skarner,Rell,Jarvan IV,1085,174,129,57%
heeeeeeheeeee #hehee,vn,160,Challenger,697 LP,Graves,Caitlyn,Jarvan IV,837,637,585,52%
breakdownzzz #L21,vn,161,Challenger,697 LP,Ezreal,Kai'Sa,Varus,504,115,54,68%
LE VIET TU #VIE,vn,162,Challenger,696 LP,Thresh,Braum,Alistar,861,284,245,54%
TopTalent #VN3,vn,163,Challenger,694 LP,Ambessa,K'Sante,Jax,361,212,175,55%
JG KHỦNG 15 GG #2407,vn,164,Challenger,693 LP,Lee Sin,Graves,Viego,510,79,38,68%
m z #2211,vn,165,Challenger,689 LP,Lulu,Yuumi,Samira,149,340,301,53%
phuthuybom100 #2903,vn,166,Challenger,688 LP,Viego,Kha'Zix,Graves,86,263,139,65%
Follow My Dreams #VIE,vn,167,Challenger,688 LP,Zoe,Kai'Sa,Aurora,691,270,197,58%
tu duy quai kiet #1303,vn,168,Challenger,685 LP,Syndra,Corki,Yone,695,205,173,54%
POWER #FCFG,vn,169,Challenger,685 LP,Irelia,Kai'Sa,Graves,83,254,206,55%
Trần Tiểu Kỳ #997,vn,170,Challenger,685 LP,Kindred,Graves,Viego,208,129,86,60%
3bygang #NHP,vn,171,Challenger,684 LP,Sylas,Yone,K'Sante,874,144,101,59%
gia doi #KH99,vn,172,Challenger,684 LP,Corki,Tristana,Swain,462,76,36,68%
千个伤心的理由 3 #88888,vn,173,Challenger,684 LP,Rell,Karma,Hecarim,633,374,333,53%
国庆 JuieOuO #Black,vn,174,Challenger,683 LP,Kai'Sa,Viego,Graves,703,177,144,55%
quen với cô đơn #1909,vn,175,Challenger,682 LP,Jax,Renekton,Nidalee,551,162,128,56%
C 7 L #08102,vn,176,Challenger,682 LP,Lee Sin,Yone,Master Yi,380,262,214,55%
PROFESSOR #14519,vn,177,Challenger,682 LP,Heimerdinger,Akshan,Caitlyn,241,199,158,56%
Xiao Long Bao #HATT,vn,178,Challenger,681 LP,Kindred,Graves,Viego,673,93,56,62%
LazyMina #Chang,vn,179,Challenger,680 LP,Viego,Graves,Hecarim,1237,97,61,61%
Little Finger #HCMUS,vn,180,Challenger,677 LP,Corki,Jhin,Ashe,616,218,178,55%
E Z #999,vn,181,Challenger,677 LP,Zoe,Sylas,Jinx,2077,105,62,63%
Giang Lư #7487,vn,182,Challenger,676 LP,Jhin,Aphelios,Zed,439,172,136,56%
Xiath #9999,vn,183,Challenger,675 LP,Riven,Smolder,Nasus,342,233,198,54%
Thầy Ông Nội #Pain,vn,184,Challenger,674 LP,Jhin,Corki,Rakan,584,379,340,53%
hoangquan2 #7wl,vn,185,Challenger,674 LP,Fiora,Camille,Jax,763,126,92,58%
Pantheon #BePan,vn,186,Challenger,673 LP,Shaco,Graves,Pantheon,712,141,99,59%
HuỳnhChangg #3003,vn,187,Challenger,673 LP,Corki,Zeri,Kai'Sa,515,227,198,53%
kobietyeu123 #0606,vn,188,Challenger,670 LP,Kai'Sa,Jinx,Lee Sin,1110,221,179,55%
Cá Bé Con #Pena1,vn,189,Challenger,668 LP,Pyke,Renekton,Yuumi,909,180,159,53%
babu ahihi #babu,vn,190,Challenger,666 LP,Karma,Lulu,Milio,719,175,133,57%
babyK #1009,vn,191,Challenger,664 LP,Corki,Tristana,Varus,742,91,51,64%
Vinh văn vở #VH11,vn,192,Challenger,664 LP,Qiyana,Fizz,Sylas,185,142,104,58%
려 준 우 #0504,vn,193,Challenger,664 LP,Ahri,LeBlanc,Galio,677,313,271,54%
Karis1 #99999,vn,194,Challenger,664 LP,Aurora,Syndra,Jhin,966,387,363,52%
thuc1 #2310,vn,195,Challenger,662 LP,Katarina,Renekton,Zoe,262,167,127,57%
1k lp off game #1208,vn,196,Challenger,662 LP,Kai'Sa,Nilah,Ezreal,606,264,231,53%
Lazzy boys #0202,vn,197,Challenger,662 LP,Gragas,Viego,Jarvan IV,562,221,188,54%
did not regret #Z2005,vn,198,Challenger,661 LP,Ezreal,Jhin,Hwei,1109,194,156,55%
today i did good #Fanta,vn,199,Challenger,660 LP,Ashe,Lee Sin,Jayce,363,226,201,53%
Bắp Dưỡng Thê #cute,vn,200,Challenger,659 LP,Kai'Sa,Elise,Graves,816,142,85,63%
TrọgChuTước #Thắm,vn,201,Challenger,659 LP,Anivia,Neeko,Nami,886,204,154,57%
Portalking #Puppy,vn,202,Challenger,657 LP,Rakan,Braum,Maokai,509,100,61,62%
Seraphine #Sora,vn,203,Challenger,657 LP,Seraphine,Nami,Yuumi,592,258,228,53%
Thú Săn Mồi #2000,vn,204,Challenger,655 LP,Pantheon,Ornn,Malphite,309,247,218,53%
Sira #2609,vn,205,Challenger,654 LP,Sylas,Graves,Lee Sin,532,197,158,55%
N0BOD #LVMK,vn,206,Challenger,653 LP,Sylas,Graves,Lee Sin,220,124,78,61%
Kiana #6277,vn,207,Challenger,653 LP,Talon,Aurelion Sol,Viktor,695,211,176,55%
Xom #2k6,vn,208,Challenger,652 LP,Viego,Bel'Veth,Neeko,631,252,217,54%
Trịnh Văn Dốt #2k3,vn,209,Challenger,651 LP,Nidalee,Lee Sin,Diana,731,244,208,54%
in another life #bemeo,vn,210,Challenger,651 LP,Soraka,Nami,Lulu,1058,114,77,60%
元素女皇 #公元976,vn,211,Challenger,651 LP,Qiyana,Nautilus,Alistar,1259,295,260,53%
Sup Hook 67 #3kéoo,vn,212,Challenger,651 LP,Thresh,Pyke,Karma,1085,656,633,51%
Flay up #SUP,vn,213,Challenger,650 LP,Rell,Pyke,Thresh,944,190,152,56%
Cconezz 읽기 코네즈 #ccone,vn,214,Challenger,649 LP,Lucian,Hwei,Sylas,576,133,96,58%
Rii #1208,vn,215,Challenger,649 LP,Thresh,Nami,Karma,438,139,96,59%
Phuc4321 #0307,vn,216,Challenger,649 LP,Zyra,Graves,Skarner,804,101,62,62%
T D #14065,vn,217,Challenger,648 LP,Taliyah,Syndra,Kai'Sa,209,126,90,58%
Male #Hehe,vn,218,Challenger,647 LP,Karma,Janna,Thresh,716,313,275,53%
QWER 6789 #6789,vn,219,Challenger,647 LP,Master Yi,Ezreal,Ashe,153,307,265,54%
Forever #4fun,vn,220,Challenger,646 LP,Irelia,Kha'Zix,Zed,798,273,237,54%
trang1 #wxq,vn,221,Challenger,645 LP,Graves,Lee Sin,Kindred,789,115,75,61%
Itamio O Shire #0602,vn,222,Challenger,644 LP,Renekton,Gnar,Camille,193,288,247,54%
